Sensor Name,X,Y,US AQI,source
RENET1,121.06896579265596,14.647362139585352,36,UPCARE
RENET3,121.06237,14.6475,81,UPCARE
RENET4,121.06453,14.66071,159,UPCARE
RENET5,121.073771,14.657549,91,UPCARE
RENET6,121.069258,14.657391,83,UPCARE
RENET2,121.071,14.6498,156,UPCARE
RENET7,121.07375,14.65201,109,UPCARE
